133.7473, 2.469378, 10.65711, 141.9745
133.788075, 2.25086, 10.53967, 141.503
133.827646, 0.3096713, 8.87672, 138.6179
133.867134, 0.1559787, 8.744094, 138.3928
133.907105, 0.9360303, 8.564914, 138.0841
133.948183, 1.017394, 8.642024, 137.9203
133.987466, 1.037344, 8.585599, 137.7875
134.027224, 0.4151786, 8.620632, 137.7359
134.067108, 1.116358, 8.548537, 137.6888
134.107101, 0.8898345, 8.601026, 137.6437
134.148088, 0.7668459, 8.391418, 137.6989
134.187461, 0.9740304, 8.003102, 137.7559
134.227067, 1.295753, 7.852701, 137.8119
134.267073, 1.534856, 7.743612, 137.9155
134.307116, 1.628487, 7.644681, 137.965
134.348069, 1.638997, 7.553752, 138.081
134.387447, 1.806363, 7.283645, 138.2286
134.427115, 1.910806, 7.161153, 138.3511
134.467093, 1.840263, 7.119553, 138.444
134.507083, 2.217516, 6.812949, 138.6054
134.548183, 2.207632, 6.746025, 138.599
134.587362, 1.991949, 6.593415, 138.6143
134.627708, 2.193967, 6.495173, 138.5187
134.667658, 2.387878, 6.384206, 138.4371
134.707034, 2.405146, 6.379758, 138.2511
134.748094, 2.68828, 6.248312, 138.0165
134.787283, 2.938267, 6.271574, 137.7449
134.827025, 3.380744, 6.292296, 137.4931
134.867056, 3.502006, 6.245317, 137.2679
134.907066, 4.011622, 6.43595, 136.9751
134.947996, 4.206002, 6.734674, 136.6819
134.987401, 4.496441, 6.993109, 136.3288
135.027132, 5.155817, 7.126936, 135.9133
135.06707, 5.873624, 7.22915, 135.5672
135.106954, 6.467274, 7.266198, 135.2707
135.147873, 7.336362, 7.24221, 135.0174
135.187344, 8.265269, 7.235372, 134.858
135.22706, 9.244071, 7.240405, 134.7598
135.267055, 10.22385, 7.261246, 134.73
135.30708, 11.13602, 7.262201, 134.7705
135.348095, 11.99933, 7.25693, 134.8528
135.387322, 12.65499, 7.277947, 134.9921
135.427098, 13.09365, 7.266633, 135.1487
135.466942, 13.18299, 7.245458, 135.3296
135.507048, 13.04464, 7.217927, 135.5058
135.547958, 12.81674, 7.229768, 135.7021
135.587364, 12.30767, 7.270751, 135.8828
135.627816, 11.6289, 7.342361, 136.0294
135.667532, 10.81082, 7.418269, 136.1837
135.70713, 9.97452, 7.493305, 136.2502
135.748097, 9.068952, 7.606465, 136.3171
135.78748, 8.091451, 7.709663, 136.3651
135.827124, 7.218538, 7.826576, 136.3611
135.86697, 6.333249, 7.956036, 136.4049
135.90704, 5.659997, 8.044863, 136.451
135.947988, 5.091434, 8.105855, 136.5774
135.987292, 4.684638, 8.104784, 136.732
136.027114, 4.414544, 8.125546, 136.9271
136.067026, 4.309266, 8.157238, 137.1809
136.107011, 4.407695, 8.279807, 137.4587
136.148008, 4.511378, 8.496764, 137.7872
136.187287, 4.760941, 8.737573, 138.0747
136.227068, 5.136547, 8.973941, 138.374
136.267013, 5.611337, 9.220255, 138.6619
136.307017, 6.087881, 9.490436, 138.9939
136.347978, 6.500156, 9.809925, 139.3545
136.387547, 6.925512, 10.14289, 139.7046
136.427093, 7.246482, 10.47779, 140.0764
136.467057, 7.457533, 10.82186, 140.4373
136.507593, 7.623034, 11.19186, 140.7762
136.54799, 7.725914, 11.57928, 141.0807
136.587355, 7.771841, 11.93269, 141.3517
136.627728, 7.848863, 12.22856, 141.6181
136.667608, 7.927248, 12.45725, 141.867
136.707073, 8.031899, 12.62751, 142.0914
136.748108, 8.13029, 12.71072, 142.2663
136.787364, 8.013478, 12.70428, 142.3827
136.827117, 7.703513, 12.65526, 142.4369
136.867017, 7.169344, 12.51566, 142.4241
136.907056, 6.437443, 12.22206, 142.3589
136.947992, 5.549965, 11.78646, 142.2487
136.987408, 4.598797, 11.24943, 142.1587
137.02712, 3.640482, 10.67632, 142.0847
137.067042, 2.662367, 10.06375, 141.9961
137.107048, 1.571517, 9.405258, 141.9273
137.14801, 0.4060622, 8.773102, 141.912
137.18738, -0.9746662, 8.116688, 141.8982
137.227169, -2.356738, 7.572238, 141.802
137.266994, -3.612134, 7.161582, 141.6387
137.307029, -4.682313, 6.882829, 141.4352
137.347983, -5.534062, 6.738969, 141.2396
137.387311, -6.19287, 6.659117, 141.0896
137.4271, -6.768124, 6.541446, 140.9243
137.466973, -7.474666, 6.431917, 140.7276
137.507083, -8.39454, 6.337864, 140.5298
137.548035, -9.403466, 6.231561, 140.3522
137.587434, -10.34016, 6.067553, 140.1866
137.627797, -11.10953, 5.991514, 140.0415
137.667615, -11.70646, 6.017094, 139.8847
137.707028, -12.23035, 6.084497, 139.7066
137.748065, -12.7003, 6.18093, 139.4979
137.787307, -13.1022, 6.253722, 139.2656
137.827094, -13.32597, 6.333067, 139.0265
137.86698, -13.2539, 6.473245, 138.7866
137.907017, -12.88172, 6.667858, 138.5601
137.94799, -12.11072, 6.951963, 138.3077
137.98734, -10.89922, 7.384149, 137.9999
138.027086, -9.380907, 7.991155, 137.6377
138.067002, -7.631819, 8.69069, 137.2264
138.107039, -5.698919, 9.465463, 136.7696
138.148061, -3.721565, 10.24879, 136.3025
138.187384, -1.873317, 11.03018, 135.8158
138.22713, -0.2704137, 11.72223, 135.3152
138.267074, 1.008633, 12.33705, 134.8121
138.307571, 2.037992, 12.91958, 134.349
138.348007, 2.818411, 13.47998, 133.9634
138.387326, 3.349989, 13.99271, 133.6942
138.42706, 3.687948, 14.40135, 133.5679
138.467046, 3.833288, 14.70493, 133.5467
138.507066, 3.860352, 14.99419, 133.633
138.547995, 3.70228, 15.27371, 133.8534
138.587341, 3.420224, 15.50617, 134.1508
138.62774, 3.095545, 15.75603, 134.4865
138.667593, 2.677531, 16.01113, 134.7867
138.70709, 2.278856, 16.18983, 135.0647
138.748087, 1.97496, 16.29248, 135.3591
138.787372, 1.646195, 16.3141, 135.6435
138.827183, 1.199986, 16.27073, 135.9685
138.866985, 0.571921, 16.21366, 136.324
138.907026, -0.1945888, 16.18697, 136.6376
138.947979, -1.058704, 16.15608, 136.8912
138.987321, -2.184958, 16.13598, 137.1057
139.027079, -3.321915, 16.08827, 137.2609
139.066996, -4.356666, 16.01874, 137.2861
139.10706, -5.343221, 15.88826, 137.136
139.148065, -6.41064, 15.63588, 136.843
139.187275, -7.604959, 15.34527, 136.5094
139.22715, -8.841956, 15.13431, 136.148
139.266997, -10.16017, 14.88377, 135.7731
139.306977, -11.33474, 14.59192, 135.4755
139.347983, -12.45164, 14.31188, 135.1585
139.387335, -13.35571, 14.07262, 134.7889
139.427072, -14.13971, 13.86075, 134.4194
139.466985, -14.82733, 13.64352, 134.0402
139.50705, -15.32778, 13.39705, 133.7218
139.548009, -15.65412, 13.18936, 133.4796
139.587355, -15.78959, 13.08422, 133.2761
139.627675, -15.88062, 13.11372, 133.0804
139.66731, -15.91372, 13.29055, 132.8847
139.706949, -15.78526, 13.65149, 132.675
139.748104, -15.53415, 14.09876, 132.4134
139.787466, -15.25798, 14.58635, 132.111
139.827067, -14.92461, 15.08005, 131.7854
139.867096, -14.47533, 15.53237, 131.4587
139.907091, -14.0013, 15.93909, 131.086
